City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Shelburne,CA,44.0787,-80.2041,70.59,97,39,10.76,moderate rain
456,Lodwar,KE,3.1191,35.5973,76.42,57,68,14.12,broken clouds
457,Kotelnich,RU,58.3089,48.348,69.12,78,92,1.95,overcast clouds
458,Salym,RU,60.0625,71.4789,61.36,77,100,6.8,overcast clouds
459,Azogues,EC,-2.7333,-78.8333,55.35,96,98,3.6,overcast clouds
460,Santa Barbara,US,34.7333,-120.0343,64.83,68,0,10.36,clear sky
461,Kokkola,FI,63.8385,23.1307,58.93,94,0,1.14,clear sky
462,Vallenar,CL,-28.5708,-70.7581,57.61,74,0,3.18,clear sky
463,Aleksandrov Gay,RU,50.147,48.5704,69.1,65,39,3.27,scattered clouds
464,Disna,BY,55.568,28.1971,53.44,98,35,6.58,scattered clouds
465,Mareeba,AU,-17.0,145.4333,76.48,66,3,6.85,clear sky
466,Amapa,BR,1.0,-52.0,71.55,97,91,2.77,overcast clouds
467,Mecca,SA,21.4267,39.8261,84.33,63,75,13.73,broken clouds
468,Vigrestad,NO,58.5667,5.7,62.96,95,100,24.32,overcast clouds
469,Richards Bay,ZA,-28.783,32.0377,61.12,52,17,16.58,few clouds
470,Sistranda,NO,63.7256,8.834,58.96,88,99,10.76,overcast clouds
471,Port-Gentil,GA,-0.7193,8.7815,73.53,77,98,6.31,overcast clouds
472,Caucaia,BR,-3.7361,-38.6531,80.55,77,40,11.5,scattered clouds
473,Riyadh,SA,24.6877,46.7219,91.54,18,78,10.02,broken clouds
474,Mardin,TR,37.3131,40.7436,67.86,35,0,14.47,clear sky
475,Jalu,LY,29.0331,21.5482,77.68,41,0,6.55,clear sky
476,Narsaq,GL,60.9167,-46.05,49.96,70,100,4.59,overcast clouds
477,Yumen,CN,40.2833,97.2,86.81,19,31,17.02,scattered clouds
478,Benguela,AO,-12.5763,13.4055,67.89,90,70,2.3,broken clouds
479,Cururupu,BR,-1.8283,-44.8683,73.65,98,100,3.58,overcast clouds
480,Tekkali,IN,18.6167,84.2333,84.92,68,99,1.81,overcast clouds
481,Mae Sai,TH,20.4335,99.8762,85.17,65,16,1.9,few clouds
482,Pacific Grove,US,36.6177,-121.9166,57.34,89,54,8.01,broken clouds
483,Turukhansk,RU,65.8167,87.9833,65.62,57,23,17.36,few clouds
484,Pampierstad,ZA,-27.7832,24.6877,36.7,64,0,3.96,clear sky
485,Kiama,AU,-34.6833,150.8667,68.38,70,46,5.99,scattered clouds
486,Paragould,US,36.0584,-90.4973,86.86,76,22,9.57,few clouds
487,Zhangye,CN,38.9342,100.4517,87.71,18,0,2.59,clear sky
488,Uvelskiy,RU,54.4446,61.3574,70.03,66,5,4.65,clear sky
489,Taoudenni,ML,22.6783,-3.9836,97.86,23,96,2.8,overcast clouds
490,Abha,SA,18.2164,42.5053,62.42,82,20,13.8,few clouds
491,Lufilufi,WS,-13.8745,-171.5986,80.38,79,94,20.85,light rain
492,Constitucion,CL,-35.3333,-72.4167,52.81,94,100,9.37,overcast clouds
493,Mitsamiouli,KM,-11.3847,43.2844,74.88,67,2,4.47,clear sky
494,Guerrero Negro,MX,27.9769,-114.0611,68.74,81,15,11.86,few clouds
495,Seydi,TM,39.4816,62.9137,94.96,19,1,12.71,clear sky
496,Teahupoo,PF,-17.8333,-149.2667,71.56,80,9,14.0,light rain
497,Hailar,CN,49.2,119.7,80.08,46,43,14.88,scattered clouds
498,Rioja,AR,-29.4111,-66.8507,65.86,59,29,3.13,scattered clouds
499,Sedhiou,SN,12.7081,-15.5569,72.12,96,71,2.35,broken clouds
500,Lixourion,GR,38.2019,20.4314,77.85,60,0,5.61,clear sky
501,Tual,ID,-5.6667,132.75,79.5,85,100,16.58,overcast clouds
502,Nuevo Casas Grandes,MX,30.4167,-107.9167,72.75,71,56,1.01,broken clouds
503,Hasaki,JP,35.7333,140.8333,95.29,81,84,16.42,broken clouds
504,New Richmond,US,45.123,-92.5366,70.11,73,0,3.44,clear sky
505,Leh,IN,34.1667,77.5833,63.14,59,100,2.71,overcast clouds
506,Camana,PE,-16.6228,-72.7111,59.99,87,52,5.59,broken clouds
507,Baiyin,CN,36.5583,104.2081,80.04,35,0,7.05,clear sky
508,Villarrubia De Los Ojos,ES,39.2209,-3.608,82.98,23,55,4.76,broken clouds
509,Shingu,JP,33.7333,135.9833,84.9,64,56,6.11,broken clouds
510,Kisangani,CD,0.5167,25.2,71.29,93,31,1.39,scattered clouds
511,Campbell River,CA,50.0163,-125.2446,79.18,38,75,8.05,broken clouds
512,Dukhovshchina,RU,55.1919,32.4111,55.98,99,80,5.86,broken clouds
513,Ballina,AU,-28.8667,153.5667,68.02,68,2,3.62,clear sky
514,Boyolangu,ID,-8.1181,111.8935,78.3,61,74,11.68,broken clouds
515,Jatiroto,ID,-7.8833,111.1167,77.97,59,84,7.27,broken clouds
516,Ulagan,RU,50.6321,87.9563,58.75,66,22,4.97,few clouds
517,Pisco,PE,-13.7,-76.2167,60.85,82,13,8.05,mist
518,Broken Hill,AU,-31.95,141.4333,66.11,46,22,14.99,few clouds
519,Umba,RU,66.6871,34.3429,51.13,80,49,2.89,scattered clouds
520,Vanimo,PG,-2.6741,141.3028,84.33,73,60,7.7,broken clouds
521,Sambava,MG,-14.2667,50.1667,65.35,86,20,8.28,few clouds
522,Araouane,ML,18.9048,-3.5265,89.02,33,49,7.4,scattered clouds
523,San Francisco,US,37.7749,-122.4194,66.49,89,41,13.0,scattered clouds
524,Chimbarongo,CL,-34.7,-71.05,49.08,94,100,1.12,overcast clouds
525,Prainha,BR,-1.8,-53.48,76.98,75,29,1.7,scattered clouds
526,Ishigaki,JP,24.3448,124.1572,89.73,74,40,4.61,scattered clouds
527,Washougal,US,45.5826,-122.3534,87.89,49,2,1.01,clear sky
528,Kayes,ML,14.0,-11.0,75.52,82,100,4.16,light rain
529,Loandjili,CG,-4.7561,11.8578,71.71,88,100,3.44,overcast clouds
530,Necochea,AR,-38.5473,-58.7368,48.18,88,97,9.48,overcast clouds
531,Baraki Barak,AF,33.9675,68.9486,73.22,62,98,4.29,overcast clouds
532,Touros,BR,-5.1989,-35.4608,73.35,73,77,16.22,broken clouds
533,Waitati,NZ,-45.75,170.5667,52.81,88,96,6.82,overcast clouds
534,Krasnoselkup,RU,65.7,82.4667,52.61,95,100,18.75,light rain
535,Kununurra,AU,-15.7667,128.7333,84.18,15,10,3.44,clear sky
536,Kathmandu,NP,27.7167,85.3167,73.62,83,75,2.3,moderate rain
537,Cuiluan,CN,47.72,128.648,77.18,64,76,6.44,broken clouds
538,Issia,CI,6.4922,-6.5856,66.51,99,100,2.1,overcast clouds
539,Tandil,AR,-37.3217,-59.1332,44.69,97,49,7.16,scattered clouds
540,Lakes Entrance,AU,-37.8811,147.981,63.16,53,90,5.82,overcast clouds
541,Bourges,FR,47.25,2.4167,65.79,56,34,7.27,scattered clouds
542,Pringsewu,ID,-5.3582,104.9744,83.41,70,98,2.82,overcast clouds
543,Tateyama,JP,34.9833,139.8667,81.57,85,99,11.43,overcast clouds
544,Warrenton,ZA,-28.114,24.8475,36.99,61,0,6.2,clear sky
545,Salento,CO,4.6375,-75.5703,62.33,95,98,3.71,overcast clouds
546,Gorodovikovsk,RU,46.0878,41.9335,66.56,64,65,9.42,broken clouds
547,Axim,GH,4.8699,-2.2405,73.2,85,63,6.8,broken clouds
548,Port Hedland,AU,-20.3167,118.5667,75.25,27,0,19.57,clear sky
549,Praya,CV,14.9215,-23.5087,79.11,83,100,13.22,overcast clouds
550,Itacoatiara,BR,-3.1431,-58.4442,76.57,68,19,1.32,few clouds
551,Binga,ZW,-17.6203,27.3414,60.06,57,1,3.33,clear sky
552,Ust-Nera,RU,64.5667,143.2,73.78,33,23,2.13,few clouds
553,Fairmont,US,39.4851,-80.1426,81.39,83,96,4.65,overcast clouds
554,Terney,RU,45.0503,136.6092,72.19,76,100,7.14,overcast clouds
555,Lorengau,PG,-2.0226,147.2712,85.82,67,60,9.64,broken clouds
556,Emba,KZ,48.8264,58.1442,74.86,51,96,3.24,overcast clouds
557,Atagay,RU,55.1033,99.3875,74.97,51,94,0.83,overcast clouds
558,Plymouth,US,41.8334,-70.8328,81.34,83,16,11.83,few clouds
559,Kyabe,TD,9.4515,18.9449,72.07,95,81,2.08,broken clouds
560,Dickinson,US,29.4608,-95.0513,87.1,81,0,4.0,clear sky
561,Udon Thani,TH,17.3333,102.8333,92.82,62,1,2.59,clear sky
562,Lishui,CN,28.4604,119.9103,98.94,46,1,2.3,clear sky
563,Elat,IL,29.5581,34.9482,79.66,54,1,5.68,clear sky
564,Manta,EC,-0.95,-80.7333,68.92,87,51,9.95,broken clouds
565,Maragogi,BR,-9.0122,-35.2225,72.27,86,56,11.97,broken clouds
566,Sayaxche,GT,16.5167,-90.1667,72.32,97,92,2.8,overcast clouds
567,Roma,US,43.2128,-75.4557,72.82,91,100,3.0,overcast clouds
568,Alice Springs,AU,-23.7,133.8833,69.22,32,0,11.5,clear sky
569,Marang,MY,5.2056,103.2059,84.29,68,90,1.36,overcast clouds
570,Mana,GF,5.6592,-53.7767,77.11,91,79,8.43,broken clouds
571,Taman,RU,45.2117,36.7161,72.77,73,28,7.4,scattered clouds
572,Taraz,KZ,42.9,71.3667,79.21,36,0,11.18,clear sky
573,Caldas Novas,BR,-17.7417,-48.625,64.51,52,4,3.89,clear sky
574,Farmington,US,36.7281,-108.2187,81.28,44,100,31.07,overcast clouds
575,Asbestovskiy,RU,57.7557,61.3967,71.67,69,0,6.4,clear sky
576,Iskateley,RU,67.6803,53.1512,50.32,87,98,16.13,overcast clouds
577,Smirnykh,RU,49.75,142.8333,80.49,49,2,0.58,clear sky
578,Maceio,BR,-9.6658,-35.7353,71.04,88,40,4.61,scattered clouds
579,Rio Brilhante,BR,-21.8019,-54.5464,70.21,44,71,6.24,broken clouds
580,Toora-Khem,RU,52.4675,96.11,52.93,77,89,11.12,light rain
581,Muros,ES,42.7762,-9.0603,63.09,91,31,3.06,scattered clouds
582,Ponta Delgada,PT,37.7333,-25.6667,74.5,94,40,4.61,scattered clouds
583,Boralday,KZ,43.3578,76.8594,80.46,34,40,4.47,scattered clouds
584,Machico,PT,32.7,-16.7667,82.13,83,20,0.0,few clouds
585,Banda Aceh,ID,5.5577,95.3222,82.98,73,100,9.22,overcast clouds
586,Henties Bay,NA,-22.116,14.2845,54.99,86,0,5.17,clear sky
587,Gondar,ET,12.6,37.4667,55.81,88,100,2.91,overcast clouds
588,Neuquen,AR,-38.9516,-68.0591,46.85,81,100,15.1,overcast clouds
589,Bredy,RU,52.4153,60.3411,74.01,49,72,10.6,broken clouds
590,Coquimbo,CL,-29.9533,-71.3436,53.98,87,45,2.71,scattered clouds
591,Alexandria,EG,31.2156,29.9553,78.76,78,40,11.5,scattered clouds
592,Fez,MA,34.0372,-4.9998,86.25,20,40,6.91,scattered clouds
593,Walvis Bay,NA,-22.9575,14.5053,54.09,88,17,4.18,few clouds
594,Filingue,NE,14.3521,3.3168,84.09,59,44,11.5,scattered clouds
595,Itarema,BR,-2.9248,-39.9167,79.41,80,89,17.47,overcast clouds
596,Juneau,US,58.3019,-134.4197,58.84,98,100,11.5,moderate rain
597,Karaton,ID,-6.3424,106.1045,84.42,67,87,1.36,overcast clouds
598,Soyo,AO,-6.1349,12.3689,69.26,94,43,4.21,scattered clouds
599,Isparta,TR,38.0,31.0,60.8,44,0,9.22,clear sky
600,Durusu,TR,41.3053,28.6767,73.58,88,2,1.01,clear sky
601,Muisne,EC,0.6,-80.0333,73.22,87,99,8.7,overcast clouds
602,Lerwick,GB,60.1545,-1.1494,53.6,91,100,18.9,overcast clouds
603,Panzhihua,CN,26.5851,101.7128,78.21,75,99,1.52,overcast clouds
604,Altay,CN,47.8667,88.1167,74.59,33,14,13.27,few clouds
605,Dong Hoi,VN,17.4833,106.6,87.55,61,55,4.65,broken clouds
606,Schwalmstadt,DE,50.9333,9.2167,59.92,65,69,3.09,broken clouds
607,Esso,RU,55.9333,158.7,64.26,61,100,6.53,overcast clouds
608,Belaya Gora,RU,68.5333,146.4167,75.96,29,32,6.44,scattered clouds
609,Kiszombor,HU,46.1833,20.4333,65.26,54,3,7.43,clear sky
610,Umea,SE,63.8284,20.2597,48.13,100,0,3.44,clear sky
611,Aviles,ES,43.5547,-5.9248,67.17,89,20,5.75,few clouds
612,Panalingaan,PH,8.7842,117.4231,87.4,64,70,3.44,broken clouds
613,Pangody,RU,65.85,74.4859,52.79,77,55,14.67,broken clouds
614,Kinlochleven,GB,56.7115,-4.9661,58.28,97,99,2.98,moderate rain
615,Atar,MR,20.5169,-13.0499,88.97,44,3,7.65,clear sky
616,Nelson Bay,AU,-32.7167,152.15,67.08,70,21,3.0,few clouds
617,Ust-Koksa,RU,50.2696,85.6108,61.3,62,8,3.47,clear sky
618,Aktash,RU,50.3,87.7333,49.78,61,15,5.19,few clouds
619,Vidim,RU,56.4088,103.1106,69.19,60,100,4.54,overcast clouds
620,Arandas,MX,20.7,-102.35,60.42,96,100,4.12,overcast clouds
621,Port Pirie,AU,-33.1833,138.0167,59.92,51,20,16.13,few clouds
622,Vuktyl,RU,63.8567,57.3094,54.12,66,83,5.7,broken clouds
623,Alanya,TR,36.5438,31.9998,79.81,41,0,10.67,clear sky
624,Sola,VU,-13.8833,167.55,80.64,78,11,7.94,few clouds
625,Manggar,ID,-2.8833,108.2667,84.36,69,62,15.84,broken clouds
626,Dobson,US,36.3957,-80.7226,80.55,84,0,3.44,clear sky
627,Manado,ID,1.487,124.8455,90.37,51,40,13.8,scattered clouds
628,Majene,ID,-3.5403,118.9707,82.9,66,38,13.49,scattered clouds
629,Xuddur,SO,4.1213,43.8894,67.12,86,3,17.9,clear sky
630,Jiayuguan,CN,39.8167,98.3,83.91,21,5,11.48,clear sky
631,Ogori,JP,34.1,131.4,80.55,83,75,8.05,broken clouds
632,Goderich,CA,43.7501,-81.7165,73.9,89,18,10.87,few clouds
633,Kedougou,SN,12.5579,-12.1743,73.36,96,100,3.31,light rain
634,Iranshahr,IR,27.2025,60.6848,89.51,49,99,3.91,overcast clouds
635,Kondratovo,RU,57.9804,56.1066,70.09,77,40,8.99,scattered clouds
636,Lobito,AO,-12.3481,13.5456,68.25,91,68,4.07,broken clouds
637,Sikeston,US,36.8767,-89.5879,87.73,62,0,6.91,clear sky
638,Oeiras,BR,-7.0253,-42.1311,77.27,42,55,12.77,broken clouds
639,Itoman,JP,26.1247,127.6694,89.62,79,75,12.66,broken clouds
640,Idrinskoye,RU,54.3708,92.1358,57.33,84,100,4.74,overcast clouds
641,Buin,CL,-33.7333,-70.75,53.74,95,100,2.82,overcast clouds
642,Susehri,TR,40.1644,38.0867,51.75,85,2,3.0,clear sky
643,Suyan,PH,6.0603,125.3853,84.33,75,76,3.98,broken clouds
644,Otradnoye,RU,59.7775,30.8181,62.96,94,34,3.09,scattered clouds
645,Wlingi,ID,-8.0776,112.3311,78.58,54,61,8.32,broken clouds
646,Fortuna,US,40.5982,-124.1573,57.92,83,33,1.99,scattered clouds
647,Luwuk,ID,-0.9516,122.7875,84.72,61,93,6.44,overcast clouds
648,Vicksburg,US,32.3526,-90.8779,80.33,78,0,3.44,clear sky
649,Lujan,AR,-34.5703,-59.105,58.01,96,100,5.01,overcast clouds
650,Gunjur,GM,13.2019,-16.7339,73.47,100,75,3.44,broken clouds
651,Acajutla,SV,13.5928,-89.8275,79.57,80,70,3.49,broken clouds
652,Escanaba,US,45.7453,-87.0646,64.71,72,37,1.01,scattered clouds
653,Linhares,BR,-19.3911,-40.0722,63.88,92,2,2.86,clear sky
654,Oistins,BB,13.0667,-59.5333,79.52,81,64,11.88,broken clouds
655,Batemans Bay,AU,-35.7167,150.1833,64.6,54,73,6.42,broken clouds
656,Resplendor,BR,-19.3256,-41.2553,65.97,89,16,2.08,few clouds
657,Safranbolu,TR,41.2508,32.6942,55.71,85,0,2.48,clear sky
658,Kalabo,ZM,-14.97,22.6814,54.0,48,0,5.66,clear sky
659,Woodland,US,38.6785,-121.7733,93.38,37,0,11.92,clear sky
660,Iquitos,PE,-3.7481,-73.2472,77.04,94,0,3.44,clear sky
661,Kabalo,CD,-6.05,26.9167,76.84,44,81,4.23,broken clouds
662,Ode,NG,7.7899,5.7117,68.67,99,100,1.7,moderate rain
663,Mikhaylovka,RU,50.06,43.2379,63.79,89,64,4.21,broken clouds
664,Bakchar,RU,57.0186,82.0711,53.64,98,100,5.55,light rain
665,Sabha,LY,27.0377,14.4283,76.26,38,0,12.03,clear sky
666,Bosaso,SO,11.2842,49.1816,87.21,43,100,25.93,overcast clouds
667,Port Lincoln,AU,-34.7333,135.8667,56.88,59,15,23.94,few clouds
668,Srednekolymsk,RU,67.45,153.6833,72.64,29,100,12.12,overcast clouds
669,Seddon,AU,-37.8068,144.8916,60.98,72,75,21.85,light intensity shower rain
670,Kutum,SD,14.2,24.6667,77.43,56,100,9.48,overcast clouds
671,Sanmenxia,CN,34.7747,111.1814,87.66,56,47,7.52,scattered clouds
672,Carutapera,BR,-1.195,-46.02,76.15,91,94,3.6,overcast clouds
673,Tabou,CI,4.423,-7.3528,73.56,78,100,4.81,overcast clouds
674,Derzhavinsk,KZ,51.1,66.3167,78.08,30,10,9.37,clear sky
675,Lahat,ID,-3.8,103.5333,81.95,78,92,2.37,overcast clouds
676,Kondinskoye,RU,59.6481,67.41,65.86,80,94,9.31,overcast clouds
677,Panaba,MX,21.2833,-88.2667,78.53,85,100,9.06,overcast clouds
678,Carbonia,IT,39.1672,8.5222,75.0,37,0,3.18,clear sky
679,Tanout,NE,14.9709,8.8879,86.76,46,84,13.15,broken clouds
680,Saint Anthony,US,45.0205,-93.218,71.22,60,0,12.66,clear sky
681,Truth Or Consequences,US,33.1284,-107.2528,88.03,33,40,5.75,scattered clouds
682,Upington,ZA,-28.4478,21.2561,45.39,40,0,7.78,clear sky
683,Muli,MV,2.9167,73.5667,81.99,76,98,11.36,overcast clouds
684,Abay,KZ,49.6311,72.8539,66.58,37,0,2.17,clear sky
