City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Samandag,TR,2022-07-23 23:17:59,36.0842,35.9771,77.86,59,0,2.73
282,Beloha,MG,2022-07-23 23:17:59,-25.1667,45.05,65.66,73,11,4.54
283,Sovetskiy,RU,2022-07-23 23:17:59,61.3614,63.5842,49.3,70,65,4.25
284,Kayes,ML,2022-07-23 23:18:00,14.0,-11.0,81.66,69,100,5.5
285,Kushima,JP,2022-07-23 23:18:00,31.4583,131.2333,80.85,71,80,2.37
286,Mpika,ZM,2022-07-23 23:18:01,-11.8343,31.4529,55.72,67,88,5.32
287,Umkomaas,ZA,2022-07-23 23:18:01,-30.2067,30.7978,63.59,79,95,22.75
288,Tuatapere,NZ,2022-07-23 23:18:01,-46.1333,167.6833,45.19,83,53,2.53
289,Boa Vista,BR,2022-07-23 23:18:02,2.8197,-60.6733,76.98,83,75,0.0
290,Makakilo City,US,2022-07-23 23:18:02,21.3469,-158.0858,89.92,48,20,18.41
291,Tambopata,PE,2022-07-23 23:18:02,-12.7333,-69.1833,77.4,68,36,3.76
292,Utete,TZ,2022-07-23 23:18:03,-7.986,38.758,66.6,94,15,2.71
293,Tura,IN,2022-07-23 23:18:03,25.5198,90.2201,73.17,99,100,4.41
294,Chepareria,KE,2022-07-23 23:18:03,1.3077,35.2039,60.37,85,66,2.28
295,Kloulklubed,PW,2022-07-23 23:18:04,7.0419,134.2556,80.67,79,100,15.26
296,Pacific Grove,US,2022-07-23 23:16:22,36.6177,-121.9166,70.02,82,75,11.5
297,Saskylakh,RU,2022-07-23 23:15:25,71.9167,114.0833,55.89,76,45,3.83
298,Joppatowne,US,2022-07-23 23:18:04,39.4579,-76.3552,87.85,58,0,4.61
299,Sinjai,ID,2022-07-23 23:18:05,-5.1241,120.253,75.74,87,90,3.31
300,Omsukchan,RU,2022-07-23 23:18:05,62.5333,155.8,57.6,51,0,8.77
301,Yuci,CN,2022-07-23 23:18:05,37.6803,112.7319,65.95,82,0,0.0
302,Nemuro,JP,2022-07-23 23:18:06,43.3236,145.575,62.15,92,90,7.23
303,Leh,IN,2022-07-23 23:18:06,34.1667,77.5833,64.17,57,94,5.19
304,Chuy,UY,2022-07-23 23:18:06,-33.6971,-53.4616,61.9,89,79,6.96
305,Xai-Xai,MZ,2022-07-23 23:18:07,-25.0519,33.6442,64.31,70,7,8.37
306,Nuuk,GL,2022-07-23 23:18:07,64.1835,-51.7216,48.81,81,100,12.66
307,Hasaki,JP,2022-07-23 23:18:07,35.7333,140.8333,82.29,81,99,11.41
308,Orzhytsya,UA,2022-07-23 23:18:08,49.7918,32.7012,64.26,78,0,3.78
309,Port Elizabeth,ZA,2022-07-23 23:18:08,-33.918,25.5701,53.89,86,40,10.36
310,Iskateley,RU,2022-07-23 23:18:09,67.6803,53.1512,48.27,87,100,7.27
311,Inverell,AU,2022-07-23 23:13:50,-29.7833,151.1167,56.66,75,45,1.99
312,Alice Springs,AU,2022-07-23 23:18:09,-23.7,133.8833,63.95,20,0,10.36
313,Kedrovyy,RU,2022-07-23 23:18:09,56.1667,91.8167,50.41,81,87,3.31
314,Sao Miguel Do Araguaia,BR,2022-07-23 23:18:10,-13.275,-50.1628,79.0,30,2,4.34
315,Zhigansk,RU,2022-07-23 23:18:10,66.7697,123.3711,57.29,74,45,9.08
316,Flinders,AU,2022-07-23 23:18:10,-34.5833,150.8552,56.05,95,10,5.01
317,Elko,US,2022-07-23 23:16:55,41.0002,-115.5012,94.75,8,3,18.99
318,Aldan,RU,2022-07-23 23:18:11,58.6031,125.3894,74.8,60,66,2.44
319,Mount Isa,AU,2022-07-23 23:19:11,-20.7333,139.5,62.37,45,0,0.0
320,Ahipara,NZ,2022-07-23 23:17:59,-35.1667,173.1667,56.3,89,100,17.72
321,Praia,CV,2022-07-23 23:19:12,14.9215,-23.5087,79.34,83,75,5.75
322,Jambi,ID,2022-07-23 23:19:12,-1.6,103.6167,72.55,98,97,1.36
323,Proletarskiy,RU,2022-07-23 23:19:12,50.7914,35.7731,60.91,88,11,7.18
324,Soyo,AO,2022-07-23 23:19:13,-6.1349,12.3689,69.82,91,34,3.22
325,Fort Nelson,CA,2022-07-23 23:15:48,58.8053,-122.7002,67.59,56,75,8.05
326,Acapulco,MX,2022-07-23 23:15:30,16.8634,-99.8901,85.62,71,98,5.5
327,Asilah,MA,2022-07-23 23:19:13,35.465,-6.0348,80.56,63,21,9.66
328,Batouri,CM,2022-07-23 23:19:14,4.4333,14.3667,66.72,98,62,2.15
329,Cozumel,MX,2022-07-23 23:16:49,20.5083,-86.9458,80.67,88,100,8.05
330,Lamu,KE,2022-07-23 23:19:14,-2.2717,40.902,74.8,80,8,18.21
331,Verkhnevilyuysk,RU,2022-07-23 23:19:14,63.4453,120.3167,68.97,69,7,7.09
332,Krasnyy Yar,RU,2022-07-23 23:19:15,46.5331,48.3456,67.14,62,78,8.43
333,Pandharpur,IN,2022-07-23 23:19:15,17.6667,75.3333,74.5,82,100,12.06
334,Iqaluit,CA,2022-07-23 23:19:15,63.7506,-68.5145,47.93,87,100,3.44
335,Yumen,CN,2022-07-23 23:19:16,40.2833,97.2,73.44,28,1,7.07
336,Sioux Lookout,CA,2022-07-23 23:19:16,50.1001,-91.917,62.67,94,100,10.36
337,Mangaratiba,BR,2022-07-23 23:19:16,-22.9597,-44.0406,68.86,78,67,4.27
338,Kruisfontein,ZA,2022-07-23 23:19:17,-34.0033,24.7314,50.88,83,52,17.38
339,Svetlogorsk,BY,2022-07-23 23:19:17,52.6333,29.7333,64.18,68,71,6.85
340,Watsa,CD,2022-07-23 23:19:17,3.0372,29.5355,62.62,99,52,1.92
341,Talnakh,RU,2022-07-23 23:19:18,69.4865,88.3972,67.21,55,85,3.76
342,Mnogovershinnyy,RU,2022-07-23 23:19:18,53.9353,139.9242,70.11,46,34,3.04
343,San Jose,US,2022-07-23 23:15:03,37.3394,-121.895,92.59,46,0,11.5
344,Wakkanai,JP,2022-07-23 23:19:19,45.4094,141.6739,61.68,90,100,5.12
345,Ciudad Bolivar,VE,2022-07-23 23:19:19,8.1222,-63.5497,82.11,63,53,6.96
346,Valley City,US,2022-07-23 23:19:20,46.9233,-98.0032,79.32,53,20,13.8
347,Mangit,UZ,2022-07-23 23:19:20,40.5971,70.9607,88.41,16,3,4.72
348,Kadyy,RU,2022-07-23 23:19:20,57.787,43.1903,62.98,75,1,4.38
349,Stromness,GB,2022-07-23 23:19:21,58.965,-3.296,57.16,92,98,15.01
350,Atbasar,KZ,2022-07-23 23:19:21,51.8,68.3333,58.86,86,2,6.31
351,Peniche,PT,2022-07-23 23:19:21,39.3558,-9.3811,65.12,91,0,10.16
352,Puga,MX,2022-07-23 23:19:22,21.5833,-104.8167,80.87,66,36,7.18
353,Tamandare,BR,2022-07-23 23:19:22,-8.7597,-35.1047,74.64,85,44,11.63
354,Nurlat,RU,2022-07-23 23:19:22,54.4277,50.8051,62.87,80,38,3.0
355,Namwala,ZM,2022-07-23 23:19:23,-15.7504,26.4384,58.93,56,27,4.03
356,Natal,BR,2022-07-23 23:15:12,-5.795,-35.2094,80.82,74,40,13.8
357,Sao Filipe,CV,2022-07-23 23:19:23,14.8961,-24.4956,77.67,85,100,5.01
358,Broken Hill,AU,2022-07-23 23:18:49,-31.95,141.4333,55.78,72,2,9.95
359,Aripuana,BR,2022-07-23 23:19:24,-9.1667,-60.6333,79.48,40,7,1.97
360,Zhuhai,CN,2022-07-23 23:19:24,22.2769,113.5678,87.85,84,20,3.44
361,Gamba,GA,2022-07-23 23:19:24,-2.65,10.0,68.18,91,90,3.0
362,Coahuayana,MX,2022-07-23 23:19:09,18.7333,-103.6833,87.08,64,99,5.79
363,Martapura,ID,2022-07-23 23:19:06,-3.4167,114.85,73.76,91,59,2.64
364,Sakaiminato,JP,2022-07-23 23:20:25,35.55,133.2333,76.98,83,75,1.14
365,Nikki,BJ,2022-07-23 23:20:25,9.9401,3.2108,70.38,97,100,5.97
366,Miraflores,MX,2022-07-23 23:20:26,19.2167,-98.8083,74.16,72,84,3.91
367,Muravlenko,RU,2022-07-23 23:20:26,63.7898,74.523,50.02,95,100,19.01
368,Aklavik,CA,2022-07-23 23:19:36,68.2191,-135.0107,51.8,93,100,10.36
369,Nyurba,RU,2022-07-23 23:20:27,63.2842,118.3319,69.28,70,8,8.99
370,Troitskoye,RU,2022-07-23 23:20:27,52.9821,84.6757,55.42,89,86,5.66
371,Mandiana,GN,2022-07-23 23:20:27,10.6333,-8.6833,72.34,94,69,4.41
372,Ascension,US,2022-07-23 23:20:27,30.2169,-90.9001,86.0,82,0,0.0
373,Haines Junction,CA,2022-07-23 23:20:28,60.7522,-137.5108,64.35,36,74,12.66
374,Mahebourg,MU,2022-07-23 23:19:02,-20.4081,57.7,69.26,83,40,11.5
375,Sibiti,CG,2022-07-23 23:20:28,-3.6819,13.3499,71.19,77,98,1.9
376,Bathsheba,BB,2022-07-23 23:20:05,13.2167,-59.5167,80.71,72,6,13.04
377,Igarka,RU,2022-07-23 23:20:29,67.4667,86.5833,61.74,79,76,7.67
378,Svirsk,RU,2022-07-23 23:20:29,53.0858,103.3325,57.78,89,99,8.43
379,Moree,AU,2022-07-23 23:20:22,-29.4667,149.85,56.84,64,47,4.56
380,Kalmunai,LK,2022-07-23 23:20:29,7.4167,81.8167,79.63,82,100,1.45
381,Ribeira Grande,PT,2022-07-23 23:18:36,38.5167,-28.7,74.32,87,51,5.79
382,Biak,ID,2022-07-23 23:20:30,-0.9131,122.8766,75.79,85,57,5.3
383,Matagalpa,NI,2022-07-23 23:20:30,12.9256,-85.9175,79.61,78,75,6.91
384,Ordzhonikidzevskaya,RU,2022-07-23 23:20:31,43.3211,45.0522,64.74,88,100,5.82
385,Phayakkhaphum Phisai,TH,2022-07-23 23:20:31,15.5163,103.1937,80.42,86,100,4.54
386,Ngaoundere,CM,2022-07-23 23:20:31,7.3167,13.5833,63.63,97,96,1.63
387,Tautira,PF,2022-07-23 23:20:32,-17.7333,-149.15,79.18,76,4,16.44
388,Kahului,US,2022-07-23 23:20:32,20.8947,-156.47,79.68,68,5,12.64
389,Arys,KZ,2022-07-23 23:20:32,42.4252,68.795,86.27,21,0,11.18
390,Tubuala,PA,2022-07-23 23:20:33,9.5167,-79.0333,80.28,82,100,8.32
391,Rafai,CF,2022-07-23 23:20:33,4.95,23.9167,67.62,98,99,0.92
392,Pangody,RU,2022-07-23 23:20:33,65.85,74.4859,49.06,95,94,10.78
393,Road Town,VG,2022-07-23 23:18:33,18.4167,-64.6167,80.69,83,40,9.22
394,Kasongo-Lunda,CD,2022-07-23 23:20:34,-6.4667,16.8167,78.19,56,99,1.7
395,Eskil,TR,2022-07-23 23:20:34,38.4017,33.4131,65.23,52,0,9.98
396,Bestobe,KZ,2022-07-23 23:20:34,52.4994,73.0975,59.23,68,65,8.3
397,Grindavik,IS,2022-07-23 23:20:35,63.8424,-22.4338,49.95,93,100,8.05
398,Tarakan,ID,2022-07-23 23:20:35,3.3,117.6333,78.3,94,40,5.75
399,Bala,PS,2022-07-23 23:20:35,32.3339,35.1116,76.5,75,0,3.47
400,Banjar,ID,2022-07-23 23:20:36,-8.19,114.9675,70.27,85,68,6.6
401,Dayong,CN,2022-07-23 23:20:36,25.0209,118.2898,82.58,78,5,2.51
402,Mezen,RU,2022-07-23 23:20:37,65.8522,44.24,51.94,87,100,3.89
403,Acari,PE,2022-07-23 23:19:58,-15.4311,-74.6158,64.44,73,52,3.87
404,Port Macquarie,AU,2022-07-23 23:20:37,-31.4333,152.9167,58.89,77,84,7.43
405,Ayan,RU,2022-07-23 23:20:37,56.45,138.1667,63.5,77,99,10.02
406,Torbay,CA,2022-07-23 23:21:38,47.6666,-52.7314,75.97,78,20,12.66
407,Strezhevoy,RU,2022-07-23 23:21:38,60.7333,77.5889,47.84,93,90,8.68
408,Vestmannaeyjar,IS,2022-07-23 23:21:39,63.4427,-20.2734,54.03,86,100,6.69
409,Pando,UY,2022-07-23 23:21:39,-34.7167,-55.95,64.49,82,0,8.05
410,Labuhan,ID,2022-07-23 23:21:39,-6.8844,112.2051,74.61,85,88,8.28
411,Tres Passos,BR,2022-07-23 23:21:40,-27.4556,-53.9319,65.39,84,96,3.96
412,Thinadhoo,MV,2022-07-23 23:20:34,0.5333,72.9333,81.54,73,100,6.4
413,Sao Jose Da Coroa Grande,BR,2022-07-23 23:21:40,-8.8978,-35.1478,75.06,84,34,12.53
414,Narasaraopet,IN,2022-07-23 23:21:41,16.25,80.0667,78.93,79,100,4.07
415,Coquimbo,CL,2022-07-23 23:21:41,-29.9533,-71.3436,55.13,82,100,5.75
416,Oktyabrskiy,RU,2022-07-23 23:21:41,54.4815,53.471,61.68,85,17,1.9
417,Mardin,TR,2022-07-23 23:21:42,37.3131,40.7436,74.7,22,0,14.41
418,Grand Gaube,MU,2022-07-23 23:19:50,-20.0064,57.6608,69.39,72,26,5.01
419,Plettenberg Bay,ZA,2022-07-23 23:21:42,-34.0527,23.3716,52.9,76,83,10.2
420,Kabwe,ZM,2022-07-23 23:21:43,-14.4469,28.4464,55.24,74,15,4.72
421,Adrar,MR,2022-07-23 23:21:43,20.5022,-10.0711,94.96,28,93,10.96
422,Lasa,IT,2022-07-23 23:20:23,46.6166,10.7002,67.08,91,59,3.74
423,Elat,IL,2022-07-23 23:21:43,29.5581,34.9482,85.84,54,0,6.91
424,Huautla,MX,2022-07-23 23:21:44,21.0333,-98.2833,83.12,57,77,11.63
425,Labuan,MY,2022-07-23 23:21:44,5.2767,115.2417,80.47,82,89,6.73
426,Huarmey,PE,2022-07-23 23:21:44,-10.0681,-78.1522,63.37,85,64,8.59
427,Shelburne,CA,2022-07-23 23:18:31,44.0787,-80.2041,84.31,47,41,6.85
428,Hukuntsi,BW,2022-07-23 23:21:45,-24.0,21.75,63.28,32,69,6.29
429,Nicoya,CR,2022-07-23 23:21:45,10.1483,-85.452,77.38,91,97,1.88
430,Laibin,CN,2022-07-23 23:21:45,23.7,109.2667,79.47,82,0,3.18
431,Tabuk,PH,2022-07-23 23:21:46,17.4189,121.4443,78.39,86,99,1.59
432,Kargasok,RU,2022-07-23 23:21:46,59.0556,80.8572,52.79,77,100,6.76
433,Opuwo,NA,2022-07-23 23:21:20,-18.0607,13.84,60.12,38,0,3.2
434,Krasnyy Chikoy,RU,2022-07-23 23:21:46,50.3643,108.7512,55.51,92,43,1.7
435,Faya,SA,2022-07-23 23:21:47,18.3851,42.4509,61.32,76,100,17.58
436,Endicott,US,2022-07-23 23:21:47,42.0984,-76.0494,84.51,66,100,16.11
437,Waipawa,NZ,2022-07-23 23:21:47,-41.4122,175.5153,47.88,77,100,7.02
438,Tashtyp,RU,2022-07-23 23:21:48,52.7939,89.8983,50.74,94,62,2.21
439,Constitucion,CL,2022-07-23 23:19:06,-35.3333,-72.4167,54.18,88,100,1.66
440,Taiyuan,CN,2022-07-23 23:21:48,37.8694,112.5603,66.06,82,0,0.0
441,Gobabis,NA,2022-07-23 23:21:49,-22.45,18.9667,59.22,35,100,9.86
442,Venice,US,2022-07-23 23:18:11,27.0998,-82.4543,77.99,100,100,0.0
443,Okhotsk,RU,2022-07-23 23:21:26,59.3833,143.3,58.35,92,100,12.64
444,Caxito,AO,2022-07-23 23:21:49,-8.5785,13.6643,67.33,95,42,2.64
445,Todos Santos,MX,2022-07-23 23:21:50,23.45,-110.2167,79.03,75,84,6.06
446,Inhambane,MZ,2022-07-23 23:18:39,-23.865,35.3833,64.85,82,0,7.63
447,Puksoozero,RU,2022-07-23 23:21:50,62.5903,40.6066,60.15,88,31,3.71
448,Nizhnyaya Tavda,RU,2022-07-23 23:21:50,57.6731,66.1725,55.89,74,83,5.82
449,Hornepayne,CA,2022-07-23 23:21:51,49.2138,-84.7705,70.66,60,92,7.11
450,Staroutkinsk,RU,2022-07-23 23:21:51,57.2302,59.3348,55.76,82,70,3.15
451,Berlevag,NO,2022-07-23 23:22:51,70.8578,29.0864,51.75,87,100,16.11
452,Vengerovo,RU,2022-07-23 23:22:52,55.6848,76.7471,50.32,95,78,8.14
453,Batagay-Alyta,RU,2022-07-23 23:19:59,67.8006,130.4114,58.93,79,79,6.38
454,Baykit,RU,2022-07-23 23:22:52,61.67,96.37,59.88,98,99,4.32
455,Sobolevo,RU,2022-07-23 23:22:53,54.4299,31.8996,61.29,85,36,7.4
456,Eyemouth,GB,2022-07-23 23:22:53,55.8713,-2.0901,64.24,89,100,15.17
457,Hirara,JP,2022-07-23 23:22:53,24.8,125.2833,84.63,79,83,10.18
458,Manuk Mangkaw,PH,2022-07-23 23:22:53,4.8,119.85,83.61,74,26,9.33
459,Cockburn Town,TC,2022-07-23 23:22:54,21.4612,-71.1419,82.36,65,40,18.41
460,Husavik,IS,2022-07-23 23:19:54,66.0449,-17.3389,47.53,88,100,2.62
461,Sibolga,ID,2022-07-23 23:22:54,1.7427,98.7792,74.79,90,96,3.89
462,Yar-Sale,RU,2022-07-23 23:22:55,66.8333,70.8333,48.76,89,89,19.71
463,Lerwick,GB,2022-07-23 23:22:55,60.1545,-1.1494,53.6,91,100,16.58
464,Marovoay,MG,2022-07-23 23:22:55,-16.1,46.6333,66.83,67,16,5.59
465,Atar,MR,2022-07-23 23:19:01,20.5169,-13.0499,79.99,79,100,15.55
466,Hervey Bay,AU,2022-07-23 23:22:56,-25.2986,152.8535,61.74,80,10,14.54
467,Mbanza-Ngungu,CD,2022-07-23 23:22:56,-5.25,14.8667,71.46,65,21,5.08
468,Storforshei,NO,2022-07-23 23:22:56,66.4043,14.5233,51.01,86,95,3.89
469,Monteiro,BR,2022-07-23 23:22:57,-7.8894,-37.12,67.14,86,50,8.23
470,Qui Nhon,VN,2022-07-23 23:22:57,13.7667,109.2333,77.11,85,6,4.0
471,Tual,ID,2022-07-23 23:21:30,-5.6667,132.75,79.02,81,79,12.5
472,Cravo Norte,CO,2022-07-23 23:22:57,6.3017,-70.2041,79.52,77,93,6.98
473,Cabedelo,BR,2022-07-23 23:20:31,-6.9811,-34.8339,75.87,85,90,15.64
474,Mahibadhoo,MV,2022-07-23 23:22:58,3.7833,72.9667,81.73,76,88,12.88
475,Muyezerskiy,RU,2022-07-23 23:22:58,63.9333,31.65,53.46,98,60,3.69
476,Rio Grande,BR,2022-07-23 23:22:59,-32.035,-52.0986,60.91,97,66,8.37
477,Port Said,EG,2022-07-23 23:22:59,31.2565,32.2841,80.58,78,0,8.05
478,Cajibio,CO,2022-07-23 23:22:59,2.6227,-76.5704,60.24,99,93,0.96
479,La Orilla,MX,2022-07-23 23:22:59,17.9833,-102.2333,84.74,71,95,10.11
480,Banda Aceh,ID,2022-07-23 23:19:34,5.5577,95.3222,78.13,81,100,3.53
481,Wasilla,US,2022-07-23 23:23:00,61.5814,-149.4394,59.14,55,49,3.4
482,Tonj,SS,2022-07-23 23:23:00,7.2737,28.6822,70.2,95,50,2.73
483,Satipo,PE,2022-07-23 23:23:01,-11.2522,-74.6386,77.72,66,81,1.34
484,La Ronge,CA,2022-07-23 23:18:34,55.1001,-105.2842,56.46,73,99,3.87
485,Turayf,SA,2022-07-23 23:23:01,31.6725,38.6637,75.45,60,0,9.22
486,Billings,US,2022-07-23 23:23:01,45.7833,-108.5007,89.37,28,20,10.0
487,Rio Gallegos,AR,2022-07-23 23:23:02,-51.6226,-69.2181,28.45,93,0,12.66
488,Keti Bandar,PK,2022-07-23 23:19:00,24.1447,67.4497,82.99,84,100,16.26
489,Ust-Kuyga,RU,2022-07-23 23:23:02,70.0167,135.6,66.74,60,33,1.68
490,Upata,VE,2022-07-23 23:23:03,8.0086,-62.3989,80.19,86,78,2.64
491,Bichena,ET,2022-07-23 23:23:03,10.45,38.2,53.8,85,50,3.83
492,Port Keats,AU,2022-07-23 23:23:03,-14.25,129.55,64.31,31,33,6.8
493,Uvinza,TZ,2022-07-23 23:23:04,-5.1036,30.3911,66.88,58,4,1.77
494,Esfarayen,IR,2022-07-23 23:23:04,37.0765,57.5101,67.66,59,1,6.06
495,Atlantic Beach,US,2022-07-23 23:22:16,30.3344,-81.3987,86.09,80,0,9.22
496,Port Moresby,PG,2022-07-23 23:23:04,-9.4431,147.1797,80.02,83,75,11.5
497,Hofn,IS,2022-07-23 23:20:57,64.2539,-15.2082,52.99,84,77,1.41
498,Kholm,RU,2022-07-23 23:23:05,59.2667,32.85,62.8,98,80,4.0
499,Aviles,ES,2022-07-23 23:21:29,43.5547,-5.9248,67.17,79,0,3.44
500,Darnah,LY,2022-07-23 23:24:05,32.767,22.6367,76.14,78,0,15.12
501,Vinukonda,IN,2022-07-23 23:24:06,16.05,79.75,78.82,80,100,5.46
502,Krasnogorodsk,RU,2022-07-23 23:24:06,56.8357,28.2822,58.6,94,21,5.1
503,Moosomin,CA,2022-07-23 23:24:06,50.1333,-101.6677,58.41,74,80,14.34
504,Clyde River,CA,2022-07-23 23:24:07,70.4692,-68.5914,55.63,67,0,6.91
505,Portland,US,2022-07-23 23:21:27,45.5234,-122.6762,81.95,28,1,6.53
506,Morondava,MG,2022-07-23 23:24:07,-20.2833,44.2833,67.05,83,2,6.69
507,North Myrtle Beach,US,2022-07-23 23:24:07,33.816,-78.68,82.99,82,20,9.22
508,Barauna,BR,2022-07-23 23:24:08,-5.08,-37.6167,79.43,60,58,12.12
509,Yulara,AU,2022-07-23 23:24:08,-25.2406,130.9889,58.98,36,0,8.39
510,Bandar-E Lengeh,IR,2022-07-23 23:22:25,26.5579,54.8807,91.17,76,76,11.07
511,Safonovo,RU,2022-07-23 23:24:09,55.15,33.2167,59.7,94,9,5.32
512,Miandrivazo,MG,2022-07-23 23:24:09,-19.5167,45.4667,67.33,71,54,0.98
513,Brae,GB,2022-07-23 23:24:09,60.3964,-1.353,52.45,92,100,14.83
514,Taldan,RU,2022-07-23 23:24:10,53.6667,124.8,70.48,62,4,2.13
515,Lumsden,CA,2022-07-23 23:24:10,50.6501,-104.8678,68.95,47,92,10.78
516,Wajima,JP,2022-07-23 23:24:10,37.4,136.9,75.88,78,75,4.61
517,Uyovu,TZ,2022-07-23 23:24:11,-3.2833,31.5258,67.24,46,32,2.73
518,Poindimie,NC,2022-07-23 23:24:11,-20.9333,165.3333,77.47,79,2,2.37
519,Lulea,SE,2022-07-23 23:24:11,65.5842,22.1547,53.67,82,74,4.61
520,Xuanhua,CN,2022-07-23 23:24:12,40.6103,115.0447,73.63,50,4,2.33
521,Barabinsk,RU,2022-07-23 23:24:12,55.3571,78.357,53.33,98,52,10.85
522,Stende,LV,2022-07-23 23:24:12,57.15,22.5333,56.97,89,86,6.29
523,Lata,PT,2022-07-23 23:24:13,40.1629,-8.3327,59.68,82,0,1.43
524,Tessalit,ML,2022-07-23 23:24:13,20.1986,1.0114,94.6,21,78,14.38
525,Iroquois Falls,CA,2022-07-23 23:24:13,48.7669,-80.6831,73.42,62,98,6.44
526,Sechura,PE,2022-07-23 23:22:47,-5.5569,-80.8222,70.12,68,12,16.78
527,Abu Kamal,SY,2022-07-23 23:24:14,34.4506,40.9171,88.79,21,0,16.84
528,Alekseyevsk,RU,2022-07-23 23:24:14,57.8406,108.3492,61.79,96,100,2.26
529,Bandarbeyla,SO,2022-07-23 23:24:14,9.4942,50.8122,76.03,82,25,29.91
530,Xining,CN,2022-07-23 23:20:15,36.6167,101.7667,54.09,61,0,3.13
531,Boca Do Acre,BR,2022-07-23 23:24:15,-8.7522,-67.3978,82.45,62,97,2.59
532,Bogalusa,US,2022-07-23 23:21:29,30.791,-89.8487,84.74,70,0,5.75
533,Wewak,PG,2022-07-23 23:24:15,-3.5534,143.6268,80.91,85,28,6.17
534,Poum,NC,2022-07-23 23:24:16,-20.2333,164.0167,74.84,73,81,9.01
535,Yelizovo,RU,2022-07-23 23:24:16,53.1873,158.3805,68.14,68,20,6.71
536,Swan River,CA,2022-07-23 23:24:16,52.1058,-101.2676,59.95,81,94,8.01
537,Barabai,ID,2022-07-23 23:24:17,-2.5833,115.3833,73.17,91,26,2.15
538,Sazonovo,RU,2022-07-23 23:24:17,59.0919,35.2268,61.68,79,26,5.19
539,Hualmay,PE,2022-07-23 23:20:33,-11.0964,-77.6139,62.33,83,29,8.41
540,Dothan,US,2022-07-23 23:24:18,31.2232,-85.3905,88.81,52,23,9.82
541,Puerto El Triunfo,SV,2022-07-23 23:24:18,13.2833,-88.55,88.72,78,84,6.51
542,Kaeo,NZ,2022-07-23 23:24:18,-35.1,173.7833,56.35,92,100,19.19
543,Polis,CY,2022-07-23 23:24:19,35.0367,32.4264,76.82,56,0,2.53
544,Rondonopolis,BR,2022-07-23 23:24:19,-16.4708,-54.6356,79.56,29,20,1.95
545,Blind River,CA,2022-07-23 23:24:19,46.1834,-82.9582,77.11,57,92,5.32
546,Conneaut,US,2022-07-23 23:24:20,41.9476,-80.5542,82.85,55,80,13.22
547,Pangai,TO,2022-07-23 23:22:19,-19.8,-174.35,74.71,66,98,19.51
548,Rantepao,ID,2022-07-23 23:25:20,-2.9701,119.8978,66.0,94,59,1.39
549,Mehamn,NO,2022-07-23 23:25:20,71.0357,27.8492,51.71,93,100,21.85
550,Pochutla,MX,2022-07-23 23:25:21,15.7432,-96.4661,85.82,68,100,0.38
551,Mawlaik,MM,2022-07-23 23:25:21,23.6333,94.4167,74.8,99,100,1.07
552,Fairview,US,2022-07-23 23:25:22,40.8126,-73.999,94.32,48,0,14.97
553,Konin,PL,2022-07-23 23:25:22,52.2234,18.2512,59.32,92,77,7.16
554,Le Port,RE,2022-07-23 23:25:22,-20.9373,55.2919,68.25,74,43,5.95
555,Independence,US,2022-07-23 23:25:23,39.0911,-94.4155,99.82,37,0,17.27
556,Sao Raimundo Nonato,BR,2022-07-23 23:25:23,-9.0153,-42.6994,76.66,44,32,3.47
557,Socorro,US,2022-07-23 23:25:23,31.6546,-106.3033,101.5,22,75,14.97
558,Qeshm,IR,2022-07-23 23:25:24,26.9581,56.2719,89.49,85,72,12.44
559,Porto Santo,PT,2022-07-23 23:25:24,33.072,-16.3415,69.4,91,3,11.14
560,Frolovo,RU,2022-07-23 23:25:24,49.7713,43.6622,60.39,88,72,6.89
561,Morgan City,US,2022-07-23 23:25:25,29.6994,-91.2068,87.13,63,85,9.06
